município,ano,sigla,idhm_e,idhm_l,idhm_r,idhm
RIO DA CONCEIÇÃO,1991,TO,0.077,0.512,0.384,0.247
RIO DOS BOIS,1991,TO,0.071,0.524,0.444,0.255
RIO SONO,1991,TO,0.085,0.583,0.464,0.284
SAMPAIO,1991,TO,0.055,0.481,0.328,0.205
SANDOLÂNDIA,1991,TO,0.095,0.606,0.441,0.294
SANTA FÉ DO ARAGUAIA,1991,TO,0.069,0.564,0.468,0.263
SANTA MARIA DO TOCANTINS,1991,TO,0.077,0.524,0.377,0.248
SANTA RITA DO TOCANTINS,1991,TO,0.088,0.564,0.447,0.281
SANTA ROSA DO TOCANTINS,1991,TO,0.081,0.604,0.471,0.285
SANTA TEREZA DO TOCANTINS,1991,TO,0.129,0.613,0.469,0.333
SANTA TEREZINHA DO TOCANTINS,1991,TO,0.069,0.517,0.316,0.224
SÃO BENTO DO TOCANTINS,1991,TO,0.047,0.515,0.371,0.208
SÃO FÉLIX DO TOCANTINS,1991,TO,0.137,0.512,0.362,0.294
SÃO MIGUEL DO TOCANTINS,1991,TO,0.064,0.517,0.42,0.24
SÃO SALVADOR DO TOCANTINS,1991,TO,0.035,0.632,0.496,0.222
SÃO SEBASTIÃO DO TOCANTINS,1991,TO,0.061,0.557,0.457,0.249
SÃO VALÉRIO,1991,TO,0.119,0.604,0.487,0.327
SILVANÓPOLIS,1991,TO,0.135,0.55,0.483,0.33
SÍTIO NOVO DO TOCANTINS,1991,TO,0.134,0.512,0.4,0.302
SUCUPIRA,1991,TO,0.109,0.632,0.472,0.319
TAGUATINGA,1991,TO,0.123,0.559,0.461,0.316
TAIPAS DO TOCANTINS,1991,TO,0.089,0.627,0.399,0.281
TALISMÃ,1991,TO,0.07,0.658,0.563,0.296
PALMAS,1991,TO,0.198,0.66,0.646,0.439
TOCANTÍNIA,1991,TO,0.143,0.553,0.536,0.349
TOCANTINÓPOLIS,1991,TO,0.183,0.625,0.506,0.387
TUPIRAMA,1991,TO,0.055,0.571,0.429,0.238
TUPIRATINS,1991,TO,0.233,0.609,0.525,0.421
WANDERLÂNDIA,1991,TO,0.153,0.562,0.483,0.346
XAMBIOÁ,1991,TO,0.136,0.564,0.533,0.344
AÇAILÂNDIA,1991,MA,0.132,0.545,0.565,0.344
AFONSO CUNHA,1991,MA,0.122,0.506,0.349,0.278
ÁGUA DOCE DO MARANHÃO,1991,MA,0.045,0.533,0.388,0.21
ALCÂNTARA,1991,MA,0.078,0.591,0.43,0.271
ALDEIAS ALTAS,1991,MA,0.078,0.549,0.397,0.257
ALTAMIRA DO MARANHÃO,1991,MA,0.083,0.549,0.433,0.27
ALTO ALEGRE DO MARANHÃO,1991,MA,0.055,0.466,0.356,0.209
ALTO ALEGRE DO PINDARÉ,1991,MA,0.039,0.509,0.344,0.19
ALTO PARNAÍBA,1991,MA,0.108,0.574,0.473,0.308
AMAPÁ DO MARANHÃO,1991,MA,0.018,0.543,0.46,0.165
AMARANTE DO MARANHÃO,1991,MA,0.105,0.521,0.418,0.284
ANAJATUBA,1991,MA,0.085,0.536,0.388,0.26
ANAPURUS,1991,MA,0.115,0.552,0.393,0.292
APICUM-AÇU,1991,MA,0.067,0.533,0.377,0.238
ARAGUANÃ,1991,MA,0.032,0.494,0.394,0.184
ARAIOSES,1991,MA,0.042,0.483,0.387,0.199
ARAME,1991,MA,0.048,0.488,0.394,0.21
ARARI,1991,MA,0.163,0.518,0.43,0.331
AXIXÁ,1991,MA,0.14,0.509,0.417,0.31
BACABAL,1991,MA,0.212,0.511,0.477,0.372
BACABEIRA,1991,MA,0.181,0.552,0.398,0.341
BACURI,1991,MA,0.104,0.504,0.385,0.272
BACURITUBA,1991,MA,0.06,0.504,0.334,0.216
BALSAS,1991,MA,0.145,0.616,0.467,0.347
BARÃO DE GRAJAÚ,1991,MA,0.121,0.61,0.403,0.31
BARRA DO CORDA,1991,MA,0.107,0.553,0.399,0.287
BARREIRINHAS,1991,MA,0.083,0.531,0.358,0.251
BELÁGUA,1991,MA,0.044,0.525,0.343,0.199
BELA VISTA DO MARANHÃO,1991,MA,0.03,0.478,0.373,0.175
BENEDITO LEITE,1991,MA,0.062,0.557,0.398,0.24
BEQUIMÃO,1991,MA,0.154,0.504,0.346,0.299
BERNARDO DO MEARIM,1991,MA,0.098,0.509,0.359,0.262
BOA VISTA DO GURUPI,1991,MA,0.068,0.565,0.435,0.256
BOM JARDIM,1991,MA,0.071,0.48,0.391,0.237
BOM JESUS DAS SELVAS,1991,MA,0.033,0.559,0.421,0.198
BOM LUGAR,1991,MA,0.059,0.547,0.37,0.229
BREJO,1991,MA,0.126,0.552,0.406,0.305
BREJO DE AREIA,1991,MA,0.036,0.48,0.423,0.194
BURITI,1991,MA,0.065,0.525,0.407,0.24
BURITI BRAVO,1991,MA,0.118,0.577,0.429,0.308
BURITICUPU,1991,MA,0.053,0.566,0.442,0.237
BURITIRANA,1991,MA,0.038,0.472,0.385,0.19
CACHOEIRA GRANDE,1991,MA,0.093,0.509,0.353,0.256
CAJAPIÓ,1991,MA,0.083,0.504,0.356,0.246
CAJARI,1991,MA,0.093,0.501,0.365,0.257
CAMPESTRE DO MARANHÃO,1991,MA,0.058,0.628,0.422,0.249
CÂNDIDO MENDES,1991,MA,0.105,0.534,0.372,0.275
CANTANHEDE,1991,MA,0.128,0.503,0.389,0.293
CAPINZAL DO NORTE,1991,MA,0.102,0.505,0.399,0.274
CAROLINA,1991,MA,0.154,0.617,0.464,0.353
CARUTAPERA,1991,MA,0.11,0.487,0.42,0.282
CAXIAS,1991,MA,0.176,0.561,0.461,0.357
CEDRAL,1991,MA,0.184,0.504,0.43,0.342
CENTRAL DO MARANHÃO,1991,MA,0.082,0.574,0.375,0.26
CENTRO DO GUILHERME,1991,MA,0.024,0.465,0.369,0.16
CENTRO NOVO DO MARANHÃO,1991,MA,0.026,0.583,0.389,0.181
CHAPADINHA,1991,MA,0.144,0.552,0.444,0.328
CIDELÂNDIA,1991,MA,0.099,0.543,0.434,0.286
CODÓ,1991,MA,0.124,0.505,0.434,0.301
COELHO NETO,1991,MA,0.095,0.465,0.467,0.274
COLINAS,1991,MA,0.151,0.465,0.483,0.324
CONCEIÇÃO DO LAGO-AÇU,1991,MA,0.046,0.478,0.397,0.206
COROATÁ,1991,MA,0.114,0.516,0.403,0.287
CURURUPU,1991,MA,0.16,0.501,0.421,0.323
DAVINÓPOLIS,1991,MA,0.063,0.493,0.417,0.235
DOM PEDRO,1991,MA,0.202,0.557,0.495,0.382
DUQUE BACELAR,1991,MA,0.121,0.528,0.368,0.286
ESPERANTINÓPOLIS,1991,MA,0.093,0.528,0.406,0.271
ESTREITO,1991,MA,0.118,0.636,0.493,0.333
FEIRA NOVA DO MARANHÃO,1991,MA,0.012,0.509,0.301,0.123
FERNANDO FALCÃO,1991,MA,0.021,0.553,0.323,0.155
FORMOSA DA SERRA NEGRA,1991,MA,0.027,0.553,0.439,0.187
FORTALEZA DOS NOGUEIRAS,1991,MA,0.129,0.557,0.376,0.3
FORTUNA,1991,MA,0.153,0.472,0.38,0.302
GODOFREDO VIANA,1991,MA,0.104,0.559,0.46,0.299
GONÇALVES DIAS,1991,MA,0.085,0.557,0.503,0.288
GOVERNADOR ARCHER,1991,MA,0.139,0.533,0.447,0.321
GOVERNADOR EDISON LOBÃO,1991,MA,0.089,0.536,0.397,0.267
GOVERNADOR EUGÊNIO BARROS,1991,MA,0.08,0.509,0.344,0.241
GOVERNADOR LUIZ ROCHA,1991,MA,0.058,0.451,0.371,0.213
GOVERNADOR NEWTON BELLO,1991,MA,0.029,0.48,0.382,0.175
GOVERNADOR NUNES FREIRE,1991,MA,0.079,0.566,0.457,0.273
GRAÇA ARANHA,1991,MA,0.168,0.487,0.387,0.316
GRAJAÚ,1991,MA,0.096,0.587,0.457,0.295
GUIMARÃES,1991,MA,0.23,0.572,0.399,0.374
HUMBERTO DE CAMPOS,1991,MA,0.051,0.489,0.381,0.212
ICATU,1991,MA,0.054,0.513,0.335,0.21
IGARAPÉ DO MEIO,1991,MA,0.046,0.502,0.371,0.205
IGARAPÉ GRANDE,1991,MA,0.172,0.514,0.419,0.333
IMPERATRIZ,1991,MA,0.259,0.593,0.57,0.444
ITAIPAVA DO GRAJAÚ,1991,MA,0.015,0.5,0.391,0.143
ITAPECURU MIRIM,1991,MA,0.168,0.563,0.41,0.338
ITINGA DO MARANHÃO,1991,MA,0.098,0.587,0.535,0.313
JATOBÁ,1991,MA,0.04,0.533,0.342,0.194
JENIPAPO DOS VIEIRAS,1991,MA,0.03,0.501,0.325,0.17
JOÃO LISBOA,1991,MA,0.11,0.553,0.441,0.299
JOSELÂNDIA,1991,MA,0.08,0.505,0.392,0.251
JUNCO DO MARANHÃO,1991,MA,0.051,0.464,0.383,0.208
LAGO DA PEDRA,1991,MA,0.13,0.546,0.421,0.31
LAGO DO JUNCO,1991,MA,0.127,0.557,0.465,0.32
LAGO VERDE,1991,MA,0.094,0.487,0.37,0.257
LAGOA DO MATO,1991,MA,0.05,0.543,0.375,0.217
LAGO DOS RODRIGUES,1991,MA,0.101,0.528,0.408,0.279
LAGOA GRANDE DO MARANHÃO,1991,MA,0.015,0.474,0.329,0.133
LAJEADO NOVO,1991,MA,0.013,0.601,0.424,0.149
LIMA CAMPOS,1991,MA,0.135,0.549,0.463,0.325
LORETO,1991,MA,0.132,0.557,0.343,0.293
LUÍS DOMINGUES,1991,MA,0.122,0.565,0.449,0.314
MAGALHÃES DE ALMEIDA,1991,MA,0.123,0.499,0.348,0.277
MARACAÇUMÉ,1991,MA,0.093,0.534,0.432,0.278
MARAJÁ DO SENA,1991,MA,0.023,0.503,0.395,0.166
MARANHÃOZINHO,1991,MA,0.039,0.492,0.368,0.192
MATA ROMA,1991,MA,0.107,0.552,0.324,0.267
MATINHA,1991,MA,0.148,0.574,0.349,0.31
MATÕES,1991,MA,0.05,0.582,0.377,0.222
MATÕES DO NORTE,1991,MA,0.062,0.492,0.298,0.209
MILAGRES DO MARANHÃO,1991,MA,0.033,0.579,0.373,0.192
MIRADOR,1991,MA,0.09,0.529,0.371,0.26
MIRANDA DO NORTE,1991,MA,0.156,0.563,0.447,0.34
MIRINZAL,1991,MA,0.219,0.572,0.438,0.38
MONÇÃO,1991,MA,0.076,0.501,0.401,0.248
MONTES ALTOS,1991,MA,0.059,0.54,0.401,0.234
MORROS,1991,MA,0.106,0.491,0.42,0.28
NINA RODRIGUES,1991,MA,0.125,0.511,0.336,0.278
NOVA COLINAS,1991,MA,0.083,0.557,0.229,0.22
NOVA IORQUE,1991,MA,0.185,0.522,0.339,0.32
NOVA OLINDA DO MARANHÃO,1991,MA,0.085,0.568,0.392,0.266
OLHO D'ÁGUA DAS CUNHÃS,1991,MA,0.099,0.511,0.417,0.276
OLINDA NOVA DO MARANHÃO,1991,MA,0.094,0.582,0.312,0.257
PAÇO DO LUMIAR,1991,MA,0.421,0.65,0.533,0.526
PALMEIRÂNDIA,1991,MA,0.092,0.536,0.33,0.253
PARAIBANO,1991,MA,0.108,0.533,0.454,0.297
PARNARAMA,1991,MA,0.058,0.53,0.362,0.223
PASSAGEM FRANCA,1991,MA,0.086,0.529,0.409,0.265
PASTOS BONS,1991,MA,0.143,0.601,0.391,0.323
PAULINO NEVES,1991,MA,0.045,0.489,0.368,0.201
PAULO RAMOS,1991,MA,0.067,0.462,0.451,0.241
PEDREIRAS,1991,MA,0.211,0.568,0.496,0.39
PEDRO DO ROSÁRIO,1991,MA,0.049,0.537,0.362,0.212
PENALVA,1991,MA,0.109,0.501,0.388,0.277
PERI MIRIM,1991,MA,0.139,0.536,0.409,0.312
PERITORÓ,1991,MA,0.068,0.509,0.389,0.238
PINDARÉ-MIRIM,1991,MA,0.175,0.511,0.435,0.339
PINHEIRO,1991,MA,0.18,0.537,0.429,0.346
PIO XII,1991,MA,0.075,0.499,0.403,0.247
PIRAPEMAS,1991,MA,0.117,0.559,0.357,0.286
POÇÃO DE PEDRAS,1991,MA,0.088,0.545,0.386,0.265
PORTO FRANCO,1991,MA,0.126,0.636,0.492,0.34
PORTO RICO DO MARANHÃO,1991,MA,0.133,0.504,0.436,0.308
PRESIDENTE DUTRA,1991,MA,0.193,0.57,0.473,0.373
PRESIDENTE JUSCELINO,1991,MA,0.155,0.48,0.389,0.307
PRESIDENTE MÉDICI,1991,MA,0.117,0.511,0.368,0.28
PRESIDENTE SARNEY,1991,MA,0.052,0.536,0.368,0.217
PRESIDENTE VARGAS,1991,MA,0.094,0.524,0.332,0.254
PRIMEIRA CRUZ,1991,MA,0.098,0.518,0.38,0.268
RAPOSA,1991,MA,0.19,0.553,0.452,0.362
RIACHÃO,1991,MA,0.066,0.509,0.369,0.231
RIBAMAR FIQUENE,1991,MA,0.01,0.54,0.416,0.131
ROSÁRIO,1991,MA,0.227,0.552,0.429,0.377
SAMBAÍBA,1991,MA,0.101,0.587,0.419,0.292
SANTA FILOMENA DO MARANHÃO,1991,MA,0.024,0.474,0.357,0.16
SANTA HELENA,1991,MA,0.11,0.536,0.417,0.291
SANTA INÊS,1991,MA,0.224,0.61,0.497,0.408
SANTA LUZIA,1991,MA,0.076,0.57,0.409,0.261
SANTA LUZIA DO PARUÁ,1991,MA,0.101,0.579,0.409,0.288
SANTA QUITÉRIA DO MARANHÃO,1991,MA,0.107,0.533,0.398,0.283
SANTA RITA,1991,MA,0.158,0.513,0.374,0.312
SANTANA DO MARANHÃO,1991,MA,0.04,0.509,0.349,0.192
SANTO AMARO DO MARANHÃO,1991,MA,0.056,0.489,0.366,0.216
SANTO ANTÔNIO DOS LOPES,1991,MA,0.082,0.518,0.439,0.265
SÃO BENEDITO DO RIO PRETO,1991,MA,0.114,0.571,0.309,0.272
SÃO BENTO,1991,MA,0.165,0.554,0.431,0.34
SÃO BERNARDO,1991,MA,0.057,0.499,0.385,0.222
SÃO DOMINGOS DO AZEITÃO,1991,MA,0.109,0.557,0.398,0.289
SÃO DOMINGOS DO MARANHÃO,1991,MA,0.112,0.487,0.417,0.283
SÃO FÉLIX DE BALSAS,1991,MA,0.092,0.557,0.333,0.257
SÃO FRANCISCO DO BREJÃO,1991,MA,0.058,0.587,0.494,0.256
SÃO FRANCISCO DO MARANHÃO,1991,MA,0.088,0.555,0.403,0.27
SÃO JOÃO BATISTA,1991,MA,0.131,0.536,0.363,0.294
SÃO JOÃO DO CARÚ,1991,MA,0.019,0.553,0.362,0.156
SÃO JOÃO DO PARAÍSO,1991,MA,0.052,0.616,0.382,0.23
SÃO JOÃO DO SOTER,1991,MA,0.049,0.484,0.361,0.205
SÃO JOÃO DOS PATOS,1991,MA,0.176,0.528,0.448,0.347
SÃO JOSÉ DE RIBAMAR,1991,MA,0.295,0.553,0.492,0.431
SÃO JOSÉ DOS BASÍLIOS,1991,MA,0.061,0.451,0.326,0.208
SÃO LUÍS,1991,MA,0.43,0.67,0.617,0.562
SÃO LUÍS GONZAGA DO MARANHÃO,1991,MA,0.067,0.535,0.436,0.25
SÃO MATEUS DO MARANHÃO,1991,MA,0.11,0.511,0.414,0.285
SÃO PEDRO DA ÁGUA BRANCA,1991,MA,0.066,0.487,0.481,0.249
SÃO PEDRO DOS CRENTES,1991,MA,0.046,0.616,0.41,0.226
SÃO RAIMUNDO DAS MANGABEIRAS,1991,MA,0.123,0.557,0.434,0.31
SÃO RAIMUNDO DO DOCA BEZERRA,1991,MA,0.042,0.537,0.424,0.212
SÃO ROBERTO,1991,MA,0.043,0.488,0.37,0.198
SÃO VICENTE FERRER,1991,MA,0.118,0.501,0.367,0.279
SATUBINHA,1991,MA,0.035,0.519,0.384,0.191
SENADOR ALEXANDRE COSTA,1991,MA,0.074,0.487,0.375,0.238
SENADOR LA ROCQUE,1991,MA,0.05,0.54,0.39,0.219
SERRANO DO MARANHÃO,1991,MA,0.045,0.55,0.367,0.209
SÍTIO NOVO,1991,MA,0.103,0.607,0.375,0.286
SUCUPIRA DO NORTE,1991,MA,0.098,0.529,0.337,0.259
SUCUPIRA DO RIACHÃO,1991,MA,0.076,0.567,0.358,0.249
TASSO FRAGOSO,1991,MA,0.111,0.509,0.316,0.261
TIMBIRAS,1991,MA,0.07,0.542,0.368,0.241
TIMON,1991,MA,0.17,0.593,0.47,0.362
TRIZIDELA DO VALE,1991,MA,0.145,0.535,0.455,0.328
TUFILÂNDIA,1991,MA,0.05,0.494,0.399,0.214
TUNTUM,1991,MA,0.084,0.488,0.402,0.254
TURIAÇU,1991,MA,0.063,0.534,0.411,0.24
TURILÂNDIA,1991,MA,0.05,0.534,0.407,0.221
TUTÓIA,1991,MA,0.073,0.466,0.384,0.236
URBANO SANTOS,1991,MA,0.129,0.528,0.394,0.299
VARGEM GRANDE,1991,MA,0.108,0.541,0.36,0.276
VIANA,1991,MA,0.166,0.587,0.39,0.336
VILA NOVA DOS MARTÍRIOS,1991,MA,0.075,0.549,0.358,0.245
VITÓRIA DO MEARIM,1991,MA,0.142,0.587,0.399,0.322
VITORINO FREIRE,1991,MA,0.108,0.511,0.453,0.292
ZÉ DOCA,1991,MA,0.135,0.566,0.436,0.322
ACAUÃ,1991,PI,0.018,0.474,0.344,0.143
AGRICOLÂNDIA,1991,PI,0.248,0.604,0.363,0.379
ÁGUA BRANCA,1991,PI,0.279,0.571,0.465,0.42
ALAGOINHA DO PIAUÍ,1991,PI,0.049,0.56,0.42,0.226
ALEGRETE DO PIAUÍ,1991,PI,0.085,0.518,0.424,0.265
ALTO LONGÁ,1991,PI,0.075,0.608,0.378,0.258
ALTOS,1991,PI,0.119,0.611,0.434,0.316
ALVORADA DO GURGUÉIA,1991,PI,0.116,0.51,0.344,0.273
AMARANTE,1991,PI,0.177,0.629,0.433,0.364
ANGICAL DO PIAUÍ,1991,PI,0.258,0.594,0.451,0.41
ANÍSIO DE ABREU,1991,PI,0.104,0.616,0.376,0.289
ANTÔNIO ALMEIDA,1991,PI,0.175,0.565,0.332,0.32
AROAZES,1991,PI,0.098,0.564,0.4,0.281
AROEIRAS DO ITAIM,1991,PI,0.026,0.509,0.294,0.157
ARRAIAL,1991,PI,0.079,0.59,0.376,0.26
ASSUNÇÃO DO PIAUÍ,1991,PI,0.027,0.548,0.33,0.17
AVELINO LOPES,1991,PI,0.076,0.548,0.401,0.256
BAIXA GRANDE DO RIBEIRO,1991,PI,0.041,0.531,0.377,0.202
BARRA D'ALCÂNTARA,1991,PI,0.036,0.57,0.31,0.185
BARRAS,1991,PI,0.087,0.591,0.381,0.27
BARREIRAS DO PIAUÍ,1991,PI,0.171,0.63,0.427,0.358
BARRO DURO,1991,PI,0.185,0.595,0.477,0.374
BATALHA,1991,PI,0.111,0.536,0.366,0.279
BELA VISTA DO PIAUÍ,1991,PI,0.022,0.521,0.271,0.146
BELÉM DO PIAUÍ,1991,PI,0.033,0.536,0.323,0.179
BENEDITINOS,1991,PI,0.113,0.608,0.367,0.293
BERTOLÍNIA,1991,PI,0.17,0.609,0.39,0.343
BETÂNIA DO PIAUÍ,1991,PI,0.025,0.474,0.346,0.16
BOA HORA,1991,PI,0.035,0.51,0.428,0.197
BOCAINA,1991,PI,0.162,0.595,0.409,0.34
BOM JESUS,1991,PI,0.163,0.63,0.519,0.376
BOM PRINCÍPIO DO PIAUÍ,1991,PI,0.043,0.493,0.38,0.2
BONFIM DO PIAUÍ,1991,PI,0.04,0.616,0.377,0.21
BOQUEIRÃO DO PIAUÍ,1991,PI,0.034,0.608,0.388,0.2
BRASILEIRA,1991,PI,0.089,0.591,0.374,0.27
BREJO DO PIAUÍ,1991,PI,0.027,0.486,0.278,0.154
BURITI DOS LOPES,1991,PI,0.062,0.475,0.398,0.227
BURITI DOS MONTES,1991,PI,0.041,0.551,0.321,0.194
CABECEIRAS DO PIAUÍ,1991,PI,0.058,0.496,0.324,0.21
CAJAZEIRAS DO PIAUÍ,1991,PI,0.042,0.523,0.331,0.194
CAJUEIRO DA PRAIA,1991,PI,0.026,0.528,0.341,0.167
CALDEIRÃO GRANDE DO PIAUÍ,1991,PI,0.028,0.496,0.399,0.177
CAMPINAS DO PIAUÍ,1991,PI,0.099,0.519,0.4,0.274
CAMPO ALEGRE DO FIDALGO,1991,PI,0.016,0.509,0.337,0.14
CAMPO GRANDE DO PIAUÍ,1991,PI,0.03,0.561,0.414,0.191
CAMPO LARGO DO PIAUÍ,1991,PI,0.029,0.487,0.292,0.16
CAMPO MAIOR,1991,PI,0.2,0.615,0.51,0.397
CANAVIEIRA,1991,PI,0.082,0.62,0.376,0.267
CANTO DO BURITI,1991,PI,0.123,0.558,0.452,0.314
CAPITÃO DE CAMPOS,1991,PI,0.1,0.62,0.41,0.294
CAPITÃO GERVÁSIO OLIVEIRA,1991,PI,0.01,0.563,0.317,0.121
CARACOL,1991,PI,0.071,0.603,0.397,0.257
CARAÚBAS DO PIAUÍ,1991,PI,0.01,0.528,0.328,0.12
CARIDADE DO PIAUÍ,1991,PI,0.02,0.546,0.324,0.152
CASTELO DO PIAUÍ,1991,PI,0.09,0.59,0.449,0.288
CAXINGÓ,1991,PI,0.016,0.528,0.341,0.142
COCAL,1991,PI,0.05,0.56,0.374,0.219
COCAL DE TELHA,1991,PI,0.068,0.577,0.406,0.252
COCAL DOS ALVES,1991,PI,0.021,0.545,0.318,0.154
COIVARAS,1991,PI,0.051,0.608,0.392,0.23
COLÔNIA DO GURGUÉIA,1991,PI,0.152,0.624,0.404,0.337
COLÔNIA DO PIAUÍ,1991,PI,0.06,0.585,0.359,0.233
CONCEIÇÃO DO CANINDÉ,1991,PI,0.118,0.496,0.384,0.282
CORONEL JOSÉ DIAS,1991,PI,0.047,0.56,0.382,0.216
CORRENTE,1991,PI,0.187,0.643,0.48,0.386
CRISTALÂNDIA DO PIAUÍ,1991,PI,0.117,0.548,0.373,0.288
CRISTINO CASTRO,1991,PI,0.159,0.624,0.411,0.344
CURIMATÁ,1991,PI,0.13,0.624,0.437,0.329
CURRAIS,1991,PI,0.078,0.51,0.29,0.226
CURRALINHOS,1991,PI,0.072,0.594,0.296,0.233
CURRAL NOVO DO PIAUÍ,1991,PI,0.076,0.474,0.325,0.227
DEMERVAL LOBÃO,1991,PI,0.159,0.608,0.462,0.355
DIRCEU ARCOVERDE,1991,PI,0.098,0.624,0.403,0.291
DOM EXPEDITO LOPES,1991,PI,0.188,0.606,0.47,0.377
DOMINGOS MOURÃO,1991,PI,0.057,0.495,0.308,0.206
DOM INOCÊNCIO,1991,PI,0.032,0.584,0.356,0.188
ELESBÃO VELOSO,1991,PI,0.124,0.57,0.413,0.308
ELISEU MARTINS,1991,PI,0.165,0.626,0.391,0.343
ESPERANTINA,1991,PI,0.131,0.536,0.428,0.311
FARTURA DO PIAUÍ,1991,PI,0.045,0.558,0.368,0.21
FLORES DO PIAUÍ,1991,PI,0.104,0.63,0.396,0.296
FLORESTA DO PIAUÍ,1991,PI,0.029,0.474,0.331,0.166
FLORIANO,1991,PI,0.251,0.599,0.551,0.436
FRANCINÓPOLIS,1991,PI,0.125,0.548,0.363,0.292
FRANCISCO AYRES,1991,PI,0.131,0.6,0.317,0.292
FRANCISCO MACEDO,1991,PI,0.06,0.531,0.322,0.217
FRANCISCO SANTOS,1991,PI,0.15,0.606,0.466,0.349
FRONTEIRAS,1991,PI,0.125,0.561,0.452,0.316
GEMINIANO,1991,PI,0.024,0.493,0.369,0.163
GILBUÉS,1991,PI,0.123,0.574,0.435,0.313
GUADALUPE,1991,PI,0.201,0.626,0.511,0.401
GUARIBAS,1991,PI,0.017,0.493,0.331,0.141
HUGO NAPOLEÃO,1991,PI,0.202,0.57,0.363,0.347
ILHA GRANDE,1991,PI,0.082,0.436,0.39,0.241
INHUMA,1991,PI,0.129,0.591,0.498,0.336
IPIRANGA DO PIAUÍ,1991,PI,0.173,0.547,0.42,0.341
ISAÍAS COELHO,1991,PI,0.063,0.519,0.328,0.221
ITAINÓPOLIS,1991,PI,0.043,0.482,0.361,0.196
ITAUEIRA,1991,PI,0.126,0.62,0.369,0.307
JACOBINA DO PIAUÍ,1991,PI,0.025,0.583,0.372,0.176
JAICÓS,1991,PI,0.09,0.571,0.42,0.278
JARDIM DO MULATO,1991,PI,0.078,0.594,0.325,0.247
JATOBÁ DO PIAUÍ,1991,PI,0.05,0.54,0.367,0.215
JERUMENHA,1991,PI,0.17,0.626,0.468,0.368
JOÃO COSTA,1991,PI,0.018,0.563,0.34,0.151
JOAQUIM PIRES,1991,PI,0.058,0.522,0.369,0.224
JOCA MARQUES,1991,PI,0.012,0.496,0.326,0.125
JOSÉ DE FREITAS,1991,PI,0.091,0.564,0.397,0.273
JUAZEIRO DO PIAUÍ,1991,PI,0.013,0.54,0.291,0.127
JÚLIO BORGES,1991,PI,0.079,0.548,0.27,0.227
JUREMA,1991,PI,0.064,0.493,0.338,0.22
LAGOINHA DO PIAUÍ,1991,PI,0.14,0.601,0.372,0.315
LAGOA ALEGRE,1991,PI,0.062,0.608,0.308,0.226
LAGOA DO BARRO DO PIAUÍ,1991,PI,0.027,0.519,0.372,0.173
LAGOA DE SÃO FRANCISCO,1991,PI,0.039,0.54,0.264,0.177
LAGOA DO PIAUÍ,1991,PI,0.106,0.608,0.411,0.298
LAGOA DO SÍTIO,1991,PI,0.075,0.583,0.393,0.258
LANDRI SALES,1991,PI,0.175,0.624,0.453,0.367
LUÍS CORREIA,1991,PI,0.072,0.481,0.383,0.237
LUZILÂNDIA,1991,PI,0.12,0.445,0.399,0.277
MADEIRO,1991,PI,0.02,0.51,0.308,0.146
MANOEL EMÍDIO,1991,PI,0.176,0.565,0.333,0.321
MARCOLÂNDIA,1991,PI,0.091,0.561,0.445,0.283
MARCOS PARENTE,1991,PI,0.161,0.609,0.381,0.334
MASSAPÊ DO PIAUÍ,1991,PI,0.014,0.496,0.334,0.132
MATIAS OLÍMPIO,1991,PI,0.102,0.565,0.37,0.277
MIGUEL ALVES,1991,PI,0.067,0.564,0.398,0.247
MIGUEL LEÃO,1991,PI,0.123,0.608,0.453,0.324
MILTON BRANDÃO,1991,PI,0.017,0.496,0.278,0.133
MONSENHOR GIL,1991,PI,0.153,0.608,0.361,0.323
MONSENHOR HIPÓLITO,1991,PI,0.123,0.592,0.417,0.312
MONTE ALEGRE DO PIAUÍ,1991,PI,0.108,0.574,0.436,0.3
MORRO CABEÇA NO TEMPO,1991,PI,0.058,0.518,0.32,0.213
MORRO DO CHAPÉU DO PIAUÍ,1991,PI,0.03,0.496,0.345,0.173
MURICI DOS PORTELAS,1991,PI,0.031,0.565,0.325,0.179
NAZARÉ DO PIAUÍ,1991,PI,0.092,0.587,0.355,0.268
NAZÁRIA,1991,PI,0.086,0.615,0.374,0.27
NOSSA SENHORA DE NAZARÉ,1991,PI,0.077,0.56,0.388,0.256
NOSSA SENHORA DOS REMÉDIOS,1991,PI,0.092,0.496,0.338,0.249
NOVO ORIENTE DO PIAUÍ,1991,PI,0.097,0.57,0.385,0.277
NOVO SANTO ANTÔNIO,1991,PI,0.035,0.493,0.331,0.179
OEIRAS,1991,PI,0.129,0.595,0.458,0.328
OLHO D'ÁGUA DO PIAUÍ,1991,PI,0.115,0.594,0.365,0.292
PADRE MARCOS,1991,PI,0.09,0.44,0.4,0.251
PAES LANDIM,1991,PI,0.119,0.595,0.377,0.299
PAJEÚ DO PIAUÍ,1991,PI,0.041,0.584,0.282,0.189
PALMEIRA DO PIAUÍ,1991,PI,0.102,0.605,0.352,0.279
PALMEIRAIS,1991,PI,0.067,0.594,0.323,0.234
PAQUETÁ,1991,PI,0.042,0.513,0.355,0.197
PARNAGUÁ,1991,PI,0.119,0.548,0.392,0.295
PARNAÍBA,1991,PI,0.229,0.599,0.517,0.414
PASSAGEM FRANCA DO PIAUÍ,1991,PI,0.044,0.54,0.331,0.199
